NARRATOR|"He paused, and Becca caught the faint sound of him drumming his fingers—a nervous habit she'd noticed in a dozen meetings."
CHRIS|"Though I suppose dying heroically on an alien world beats dying slowly in committee."
NARRATOR|"A few uncomfortable chuckles rippled through the channel before silence settled."
NARRATOR|"The kind that wasn't quite agreement, but no one wanted to challenge on record."
MEETING_VOICES|"Right."
NARRATOR|"A voice finally said—neutral, noncommittal."
MEETING_VOICES|"Moving on. Budget allocations"
NARRATOR|"The chair announced."
NARRATOR|"Becca muted her mic and leaned back in her chair, feeling the tension settle between her shoulder blades."
NARRATOR|"Outside the window, Europa had already slipped out of sight, leaving nothing but the curve of the planet and the dark beyond."
WU|"Environmental model expansion requires a six-point-four percent increase to maintain current timelines."
NARRATOR|"Wu's voice cut through the budget discussion, clipped and precise."
WU|"Seven percent is aggressive, yes—but fuel reserves are already impacted by the vendor switch after Brazil suspended export licenses last quarter. Until that embargo is lifted, propulsion will need alternate suppliers."
MEETING_VOICES|"Sanctions are piling up. Pacific Coalition's already cutting shipments. How long before it's metals, or water?"
NARRATOR|"Someone from propulsion muttered."
NARRATOR|"Ten percent more won't be enough, Becca thought, watching the speaking icons flare and fade across her screen."
NARRATOR|"Every credit cut from the environmental model was one less hazard scenario she could test."
NARRATOR|"One less blind spot closed before someone bet their life on the results."
NARRATOR|"The rest was numbers, contracts, margins. None of it mattered if the models failed."
NARRATOR|"Becca half-listened, her gaze drifting back to the window."
NARRATOR|"Some clusters of city lights glowed brighter than ever, others were dark where millions still lived."
NARRATOR|"Power grids failing, patchwork repairs. The map of Earth was becoming uneven."
NARRATOR|"Europa would be welcoming new arrivals even now—contractors, tourists, families."
NARRATOR|"Life kept flowing into orbit while she was still trying to prove it could survive there."
MEETING_VOICES|"That's all for today."
NARRATOR|"One by one, the tiles began winking out—names and faces disappearing into black squares."
NARRATOR|"Becca waited until the last few were gone before killing her own feed."
NARRATOR|"The sudden quiet felt heavier without the constant murmur of voices."
NARRATOR|"She let her head fall back against the chair, eyes closing."
NARRATOR|"Outside the observation window, Earth continued its slow rotation, carrying day into night and back again."
NARRATOR|"The planet spun on, steady and eternal."
NARRATOR|"Becca, by contrast, felt like she was running out of time."
NARRATOR|"The hum of the station pressed in around her—steady, low, almost lulling."
NARRATOR|"For the first time all day, she didn't fight it."
