PA_SYSTEM|"Attention residents and visitors: routine inspections are currently underway in Docking Sector A. Please expect extended processing times. This is a precautionary measure only. We thank you for your patience. Visitors are reminded that diplomatic clearances may affect transport schedules."
NARRATOR|"A PA announcement chimed softly."
NARRATOR|"As they stepped away, one of the orange-vest techs wiped a hand across his brow and squinted at the ceiling track."
TECH|"We'll need the spare coil by end of shift."
NARRATOR|"He said into his comm."
NARRATOR|"A voice crackled back—something about a manifest hold, something about a parts crawl."
NARRATOR|"The tech didn't sound worried. He sounded like a man who kept things working whether or not the parts showed up on time."
NARRATOR|"Jonah caught the tone and let it slide. People like that were why stations didn't come apart."
NARRATOR|"Their lift rose along a glass shaft that sliced through a green canyon—tiers of lettuce and beans, squash vines trained along taut lines, thin mists breathing from nozzles on a slow rhythm."
NARRATOR|"Mara pressed her palm to the glass like she could feel the leaves."
MARA|"Listen. They're watering on heartbeat."
NARRATOR|"She whispered, though the cab was quiet."
JONAH|"That's a pump cadence."
MARA|"It's a heartbeat."
NARRATOR|"She said, and he didn't argue."
NARRATOR|"Level L-3 opened onto a long corridor with intermittent windows punched into the outer wall—viewport, the map had promised, and it was right."
NARRATOR|"Earth filled each frame like a moving mural."
NARRATOR|"Jonah walked a little taller without meaning to."
NARRATOR|"He'd never admit it, but the sight reached into him and flipped some hidden switch labeled awe."
NARRATOR|"Their door read L-3, 17."
NARRATOR|"Inside: a narrow cabin, cleverly arranged."
NARRATOR|"Two bunks that could fold into a couch, a small table that could fold into a wall, a shallow locker."
NARRATOR|"The far wall was a window, and in it—Earth, immense and serene."
NARRATOR|"Mara set her purse on the table and did not sit."
NARRATOR|"She crossed the little space in two steps and braced her hands on the sill, as if the planet might drift away if she didn't hold it there."
MARA|"We live here now."
NARRATOR|"She said softly, testing the words."
JONAH|"For a week. Honeymoon rules dictate we pretend it's forever."
MARA|"That seems dangerous."
NARRATOR|"She said, but she didn't sound like she meant it."
NARRATOR|"He popped the case."
NARRATOR|"Two neatly rolled changes of clothes. A shared kit of toiletries. A vacuum-wrapped bottle of something that claimed to be champagne and probably wasn't, and two thin polymer flutes."
NARRATOR|"He lifted the bottle with a brow."
JONAH|"Smuggling offense?"
MARA|"Souvenir. From the shuttle bazaar. The label said 'Celebratory Fluid.'"
JONAH|"I feel celebrated already."
NARRATOR|"She pulled a slim roll from her purse and unfurled it on the table—pencils nested beside a small sketchbook, the paper the good kind that forgave erasing."
NARRATOR|"She sharpened a pencil with a tiny, efficient twist and flipped to a blank page."
NARRATOR|"Then she looked up and froze."
JONAH|"What?"
NARRATOR|"He said, suddenly sure he'd missed some crucial instruction on the door panel."
MARA|"Don't move. You have Earth in your eyes."
NARRATOR|"He snorted, but the sound softened."
NARRATOR|"He sat on the edge of the lower bunk and let her frame him."
NARRATOR|"The pencil moved. Quick, confident lines, a few light passes to block shape and angle."
NARRATOR|"Her hand was steady."
NARRATOR|"He watched her draw and felt that pleasant dissonance of being seen the way she saw him—cleaner at the edges, more certain around the mouth, a little heroic around the jaw."
NARRATOR|"He didn't mind."
NARRATOR|"When she looked up again, his right hand had found the ring."
NARRATOR|"He caught himself, made a fist, then relaxed it."
NARRATOR|"She noticed. She always did."
MARA|"Still round."
NARRATOR|"She said gently."
JONAH|"For now. If I work on anything mechanical this week, stop me."
MARA|"You're allowed to admire ductwork. From a distance."
NARRATOR|"He raised the bottle."
JONAH|"To distances."
MARA|"Too bleak."
NARRATOR|"She said, smiling."
JONAH|"To arriving."
NARRATOR|"He amended."
NARRATOR|"She nodded. He cracked the seal and poured."
NARRATOR|"The bubbles were overzealous and the taste landed somewhere between apple and ambition."
NARRATOR|"They laughed into their first sip."
NARRATOR|"A low chime pulsed through the cabin."
NARRATOR|"A soft text scrolled along the window's base: Maglev delay—Sector C. Minor—no action required."
NARRATOR|"The message disappeared as quickly as it came."
NARRATOR|"Another, quieter note followed: Security advisory—additional ID checks at Dock A. Expect queues."
MARA|"Vacation problem?"
JONAH|"We're not at Dock A. We're at Not-Our-Problem."
MARA|"Official station sector. Not-Our-Problem."
NARRATOR|"She said, pencil moving again."
NARRATOR|"He leaned back on his hands and watched Earth slide."
NARRATOR|"Clouds smeared like white paint across the Pacific."
NARRATOR|"Somewhere down there, his father would be closing shop, flipping a sign that had never once said 'closed' in clean lettering the way he meant it to."
NARRATOR|"Jonah swallowed and took another sip that wasn't champagne."
NARRATOR|"Mara finished the sketch—Jonah with Earth in his eyes—and tore it free along the micro-perf."
NARRATOR|"She held it up beside the window and aligned the curve of the planet across paper and glass until the horizons matched."
NARRATOR|"Then she taped it to the cabin wall with a careful square of adhesive from her kit."
MARA|"Now it's ours."
NARRATOR|"She said."
NARRATOR|"He reached for her, pulled her down beside him on the bunk."
NARRATOR|"The station hummed, steady, low, the same heartbeat she'd heard in the pumps."
NARRATOR|"He could feel the rhythm in the wall through his shoulder blade, could feel her laugh thrumming a half-beat faster where she leaned into him."
MARA|"Tomorrow, we find the upper gardens."
JONAH|"And the ductwork."
MARA|"And the ductwork."
NARRATOR|"She allowed."
NARRATOR|"The intercom pinged, polite as a knock."
PA_SYSTEM|"Welcome, Residents L-3, 17. Orientation packets have been delivered to your terminal. Please acknowledge by 0900."
NARRATOR|"The voice dissolved back into ambiance."
NARRATOR|"Mara slid the terminal from its dock and thumbed to the welcome screen."
NARRATOR|"A glossy photo of the gardens filled the display."
NARRATOR|"Beneath it, bullet points promised safety, community, efficiency."
NARRATOR|"The third line flickered—just a ripple—and settled."
MARA|"Packets later."
JONAH|"Packets later."
NARRATOR|"He agreed."
NARRATOR|"They lay back, shoulder to shoulder, the viewport framing a slow arc of Earth."
NARRATOR|"Breath by breath, the pressure of travel lifted."
NARRATOR|"Somewhere far across the curve of the planet, a research station ran simulations that decided who would live and who would die."
NARRATOR|"Here, in L-3, 17, two people listened to the hum and called it a heartbeat."
NARRATOR|"The lights slid one shade warmer as the station's lamps hit a schedule mark."
NARRATOR|"A faint whir above the ceiling, a valve somewhere clicked and closed."
NARRATOR|"The cabin made a dozen small noises of a place that worked."
NARRATOR|"Jonah's fingers found the ring again, then stopped."
NARRATOR|"He let his hand rest on the bunk between them, palm open, and felt her fingers slip into his."
JONAH|"Tomorrow."
MARA|"Tomorrow."
NARRATOR|"She echoed, and for now the word meant only gardens and windows and bad champagne that tasted like hope."
NARRATOR|"Outside, Earth turned—steady and eternal."
NARRATOR|"Inside, Europa breathed."
NARRATOR|"And life, for the moment, flowed on."
